product_id,product_name,category,price
1,リフトパック,食品,2805.77
2,学生セット,菓子,2118.9
3,大統領袋,冷凍食品,498.09
4,知覚パック,菓子,1885.46
5,参加するパック,飲料,1801.81
6,反射缶,飲料,803.13
7,高いセット,菓子,2042.52
8,サラダセット,冷凍食品,1640.02
9,私袋,冷凍食品,1950.04
10,意図セット,飲料,252.22
11,舗装パック,冷凍食品,1298.57
12,シュガー袋,冷凍食品,2180.34
13,メニューセット,食品,391.58
14,極端な袋,食品,2335.22
15,革新セット,日用品,115.03
16,仕上げセット,菓子,1696.02
17,賞賛する缶,飲料,2794.39
18,風景セット,冷凍食品,1280.03
19,野球袋,日用品,2811.59
20,はパック,食品,2647.36
21,ダッシュ缶,冷凍食品,1484.6
22,敵セット,菓子,678.42
23,発生するセット,食品,2895.35
24,軸袋,飲料,1031.39
25,オークション缶,冷凍食品,1973.1
26,リンクセット,日用品,2733.02
27,風景パック,飲料,359.44
28,錯覚パック,冷凍食品,1764.99
29,クルーセット,冷凍食品,1651.94
30,符号パック,冷凍食品,2197.04
31,奨励します缶,冷凍食品,2816.34
32,ストレージセット,冷凍食品,2748.37
33,ベルベット袋,飲料,607.69
34,欠乏缶,菓子,2658.51
35,拡張パック,菓子,609.79
36,君はセット,飲料,2766.94
37,脊椎缶,菓子,2991.8
38,織るパック,日用品,1251.28
39,改善セット,日用品,1536.61
40,溝ボトル,飲料,2816.17
41,擁する袋,日用品,2890.18
42,キャビンパック,飲料,2785.52
43,バーゲンパック,日用品,2642.56
44,ささやきボトル,食品,126.87
45,カラムボトル,飲料,1747.09
46,花嫁缶,冷凍食品,411.17
47,移動袋,日用品,2950.68
48,尊敬する袋,食品,925.23
49,省略パック,飲料,2968.39
50,怒りボトル,日用品,1675.57
51,反射袋,冷凍食品,1532.35
52,立派なセット,日用品,2821.83
53,通行料金袋,食品,2568.07
54,フレームパック,菓子,1457.26
55,あなた自身袋,菓子,659.15
56,再現する缶,食品,426.68
57,立派なボトル,食品,571.23
58,バケツパック,飲料,1430.85
59,部隊パック,菓子,846.07
60,試してみるボトル,飲料,639.98
61,日曜日ボトル,日用品,2236.19
62,ソースボトル,食品,2393.23
63,ホイールパック,飲料,1746.57
64,彼女ボトル,食品,2296.12
65,犯罪者ボトル,飲料,608.94
66,運パック,日用品,2582.82
67,彼女パック,日用品,2701.42
68,虐待缶,冷凍食品,2498.27
69,デフォルト袋,菓子,1594.31
70,数字セット,冷凍食品,351.54
71,普通のパック,菓子,2040.84
72,画面セット,日用品,635.87
73,電話缶,飲料,507.77
74,葉袋,食品,1038.44
75,販売袋,日用品,819.34
76,ささやき袋,日用品,856.28
77,主人缶,飲料,783.01
78,人形ボトル,日用品,2285.89
79,カラム袋,日用品,2866.7
80,尊敬する袋,飲料,975.64
81,主婦缶,日用品,2196.36
82,ささやきボトル,菓子,133.16
83,持っていました袋,菓子,1995.68
84,移動袋,菓子,2109.03
85,高いボトル,菓子,280.16
86,尿パック,日用品,442.85
87,創傷パック,食品,989.74
88,緩む袋,菓子,1275.71
89,厳しいセット,菓子,1557.31
90,スペルボトル,日用品,2695.84
91,運ボトル,冷凍食品,2140.32
92,インチセット,日用品,1001.84
93,〜ボトル,飲料,440.51
94,本質的な缶,菓子,2756.78
95,コミュニティボトル,飲料,955.61
96,転倒ボトル,菓子,1882.41
97,改善ボトル,冷凍食品,735.47
98,バーゲンパック,食品,487.35
99,明らかにする缶,冷凍食品,544.24
100,デッドボトル,日用品,2268.43
101,擁する缶,日用品,1856.64
102,状況缶,飲料,1305.95
103,ベルベット缶,飲料,1692.78
104,人形セット,日用品,1465.4
105,ハードウェアボトル,日用品,1658.8
106,メニューパック,日用品,2025.87
107,パンパック,菓子,733.39
108,癌パック,冷凍食品,817.65
109,バスパック,菓子,2288.74
110,脊椎ボトル,食品,2632.09
111,バスパック,菓子,337.42
112,メニュー缶,日用品,1395.57
113,ブランチセット,菓子,2140.92
114,副袋,飲料,326.5
115,緩むパック,日用品,1736.09
116,メニュー袋,冷凍食品,279.1
117,サラダ袋,菓子,1688.18
118,ジャーナル袋,日用品,1565.91
119,雪缶,飲料,1760.83
120,指名パック,飲料,534.57
121,チーズボトル,菓子,1051.54
122,評議会缶,日用品,1608.99
123,それボトル,冷凍食品,437.1
124,クールパック,食品,695.66
125,厳しい缶,飲料,1791.13
126,不自然な袋,食品,363.73
127,改善缶,冷凍食品,1580.09
128,コミュニティ缶,菓子,2445.21
129,本質的なパック,飲料,1414.95
130,あなた自身袋,食品,1588.42
131,風景袋,飲料,1424.72
132,主人セット,食品,267.44
133,数字セット,日用品,1440.9
134,教会ボトル,日用品,2440.05
135,花嫁セット,菓子,2197.51
136,コーラスパック,冷凍食品,1248.25
137,犯罪者缶,飲料,2467.71
138,チーズ袋,冷凍食品,2262.83
139,オークション缶,食品,1777.1
140,出演者パック,菓子,231.34
141,数字缶,日用品,1099.13
142,中央袋,日用品,284.9
143,革新セット,菓子,2982.96
144,私ボトル,飲料,2810.29
145,指名袋,冷凍食品,300.16
146,脊椎袋,食品,2807.95
147,極端な袋,冷凍食品,192.03
148,合計袋,日用品,1285.71
149,行進パック,菓子,2330.02
150,リフト袋,日用品,2320.9
151,フェミニスト缶,日用品,2937.17
152,編組パック,食品,1973.05
153,スキームセット,飲料,1319.05
154,デフォルト缶,飲料,2979.28
155,マリン缶,食品,1209.19
156,叔父缶,菓子,2621.9
157,差別する缶,冷凍食品,2729.63
158,高いパック,菓子,1189.37
159,パーセントセット,冷凍食品,2079.92
160,ニュースセット,飲料,2019.2
161,出演者袋,日用品,1663.97
162,呼ぶボトル,日用品,1995.25
163,呼ぶパック,菓子,1108.53
164,大統領セット,食品,617.57
165,ホイールパック,冷凍食品,1658.05
166,デフォルトパック,日用品,1633.64
167,クール袋,菓子,2210.79
168,残るセット,食品,745.8
169,午前ボトル,飲料,110.07
170,画面ボトル,食品,165.93
171,主人ボトル,飲料,965.25
172,尊敬する缶,菓子,2053.15
173,月セット,食品,1678.89
174,拡張缶,菓子,1642.61
175,欠乏缶,飲料,2487.75
176,移動缶,日用品,817.78
177,電池袋,日用品,1103.86
178,舗装袋,飲料,899.38
179,持つパック,冷凍食品,2818.49
180,ストレージパック,冷凍食品,2202.57
181,参加するセット,日用品,427.25
182,出演者セット,日用品,2447.49
183,トレーナー袋,食品,1315.8
184,残るパック,食品,2321.56
185,協力パック,日用品,2662.89
186,怒り缶,冷凍食品,145.37
187,ダッシュボトル,食品,697.64
188,コーナーボトル,飲料,392.6
189,高いボトル,食品,197.37
190,バナー袋,食品,1833.58
191,敵対的なボトル,食品,2139.53
192,癌ボトル,菓子,241.16
193,タワー缶,飲料,2247.57
194,野球セット,日用品,1266.57
195,見落とす袋,冷凍食品,779.58
196,じぶんのパック,冷凍食品,730.08
197,血まみれの缶,日用品,2604.82
198,あなた自身ボトル,菓子,263.69
199,コミュニケーションパック,冷凍食品,1561.3
200,通行料金缶,食品,938.86
201,管理する袋,冷凍食品,2465.78
202,行進ボトル,飲料,2221.4
203,評議会袋,飲料,1024.82
204,尊敬する缶,日用品,1833.96
205,ダイヤモンドパック,菓子,2050.34
206,軸セット,菓子,1029.93
207,倫理ボトル,冷凍食品,975.12
208,呼ぶ袋,菓子,515.46
209,トーストパック,菓子,2014.62
210,リンクパック,冷凍食品,741.02
211,舗装セット,飲料,971.45
212,極端な缶,食品,276.78
213,移動セット,日用品,2850.71
214,シェービングセット,飲料,2651.17
215,教会缶,菓子,2743.58
216,改善缶,菓子,1915.38
217,パン缶,冷凍食品,1338.88
218,サンプルパック,日用品,1537.3
219,倫理パック,食品,2919.64
220,バケツボトル,冷凍食品,2830.6
221,ジャーナルボトル,冷凍食品,2046.89
222,敵対的なセット,食品,2378.83
223,マリンセット,食品,1024.33
224,ヒールボトル,菓子,1307.34
225,デッド袋,冷凍食品,532.73
226,ホイールセット,飲料,1191.73
227,ホイール袋,飲料,2287.81
228,立派な袋,冷凍食品,1473.2
229,意図缶,食品,2563.09
230,怒りパック,日用品,972.14
231,犯罪者ボトル,食品,2151.97
232,中央パック,食品,2436.75
233,仕上げボトル,日用品,2752.75
234,隠すパック,食品,1730.92
235,発生するボトル,日用品,2906.58
236,クールパック,冷凍食品,1716.13
237,血まみれの缶,日用品,488.87
238,行進袋,飲料,804.29
239,葉ボトル,日用品,689.68
240,ヘア袋,食品,1975.45
241,教授ボトル,冷凍食品,2774.46
242,教会ボトル,日用品,2556.69
243,普通の缶,食品,368.15
244,ダッシュパック,日用品,2201.3
245,装置ボトル,冷凍食品,652.4
246,部隊パック,冷凍食品,878.54
247,テント缶,飲料,2053.65
248,日曜日セット,冷凍食品,1848.47
249,じぶんの袋,食品,2633.5
250,マリンボトル,冷凍食品,645.67
251,本質的な缶,冷凍食品,2308.92
252,クルーパック,食品,2200.49
253,再現するボトル,食品,1720.67
254,今パック,冷凍食品,1490.24
255,建築セット,冷凍食品,2621.47
256,意図ボトル,日用品,1065.6
257,省略袋,冷凍食品,2875.36
258,合計ボトル,飲料,144.47
259,は袋,飲料,2817.76
260,ノートパック,飲料,2890.02
261,脊椎ボトル,飲料,440.22
262,虐待缶,冷凍食品,2998.76
263,主人缶,日用品,1488.87
264,主人セット,食品,803.52
265,欠乏缶,冷凍食品,1852.76
266,擁するセット,菓子,693.09
267,はパック,冷凍食品,2753.87
268,コーラス袋,飲料,1701.03
269,知覚パック,菓子,2348.99
270,意図袋,冷凍食品,1203.92
271,クール袋,日用品,1647.59
272,管理するセット,日用品,1141.85
273,探査缶,菓子,858.53
274,ニュース缶,食品,1587.17
275,ジャムセット,菓子,1542.1
276,楽しんでセット,日用品,385.96
277,パーセントパック,菓子,2945.82
278,叔父セット,飲料,1461.52
279,障害缶,飲料,2535.22
280,式セット,食品,2751.56
281,尊敬するセット,菓子,1175.04
282,器官袋,菓子,1300.4
283,高いセット,菓子,1731.32
284,ホイールパック,菓子,741.69
285,彼女セット,食品,523.18
286,バケツボトル,日用品,856.24
287,日曜日ボトル,冷凍食品,2810.8
288,連続袋,食品,1779.51
289,移動袋,日用品,1310.98
290,鉱山ボトル,日用品,541.99
291,血まみれの袋,日用品,1056.61
292,狐袋,菓子,1201.54
293,持ってる缶,食品,2516.75
294,証言する缶,日用品,1547.97
295,メニューセット,冷凍食品,1998.36
296,敵ボトル,冷凍食品,2086.06
297,連続パック,飲料,846.25
298,出演者ボトル,日用品,2482.62
299,トスボトル,食品,2902.87
300,インチ缶,菓子,1960.91
301,怒り缶,飲料,1522.73
302,インチ袋,日用品,587.88
303,葉パック,菓子,2405.43
304,不自然な缶,食品,590.87
305,スマッシュ袋,食品,2188.91
306,尊敬するパック,飲料,1516.12
307,ヒット缶,飲料,2759.01
308,はボトル,日用品,1672.2
309,反射ボトル,菓子,1961.25
310,符号パック,冷凍食品,270.32
311,ストレージパック,菓子,198.09
312,仕上げ缶,食品,2555.42
313,リフト缶,食品,2841.05
314,ピックパック,日用品,2037.83
315,サワーパック,冷凍食品,2316.58
316,柔らかい袋,日用品,1295.94
317,バナー袋,食品,2543.38
318,販売袋,食品,771.16
319,スキームボトル,菓子,2150.79
320,血まみれのボトル,冷凍食品,126.51
321,陶器袋,菓子,1566.63
322,ダイヤモンド袋,菓子,1182.28
323,分割パック,日用品,1891.72
324,スペルボトル,菓子,2033.59
325,ログ袋,飲料,1887.91
326,スマッシュセット,飲料,1501.29
327,フレーム缶,菓子,1514.78
328,供給袋,冷凍食品,119.18
329,探査ボトル,菓子,1699.77
330,保証金袋,食品,134.37
331,衝突セット,食品,1635.31
332,評議会パック,冷凍食品,896.75
333,持ってるボトル,日用品,2934.69
334,腐ったパック,飲料,149.71
335,ストレージ缶,飲料,2458.16
336,普通のパック,日用品,2054.7
337,バケツ袋,菓子,2437.89
338,同行セット,冷凍食品,2738.34
339,中世パック,菓子,410.35
340,犯罪者セット,日用品,379.31
341,フレームボトル,冷凍食品,531.8
342,叔父ボトル,飲料,656.6
343,インチ袋,飲料,1626.72
344,カレッジ袋,菓子,2464.12
345,供給袋,食品,875.24
346,主人セット,日用品,1251.0
347,再現する缶,日用品,1181.85
348,ヒット缶,菓子,1277.48
349,協力缶,日用品,1738.51
350,近代化するボトル,飲料,2971.68
351,パンボトル,菓子,754.99
352,サラダ缶,飲料,2083.72
353,狭い袋,冷凍食品,2558.81
354,バスケットパック,冷凍食品,1995.83
355,織る缶,食品,2588.84
356,改善パック,日用品,2302.8
357,犯罪者缶,冷凍食品,371.15
358,彼女パック,日用品,1199.87
359,あなた自身袋,飲料,1702.83
360,サラダボトル,菓子,262.73
361,編組缶,冷凍食品,127.41
362,持ってる缶,菓子,597.01
363,クール袋,冷凍食品,1549.59
364,風景セット,日用品,1358.34
365,自体缶,冷凍食品,2374.69
366,ないパック,冷凍食品,1740.98
367,血まみれの袋,飲料,2588.08
368,溝セット,食品,376.55
369,符号缶,飲料,1631.66
370,柔らかい缶,菓子,223.4
371,感謝するボトル,日用品,713.11
372,催眠術セット,日用品,2617.54
373,分割袋,冷凍食品,2673.91
374,テントパック,日用品,1478.95
375,リンク缶,食品,235.03
376,コミュニケーション袋,食品,315.61
377,クールボトル,冷凍食品,2784.2
378,ログ缶,冷凍食品,2708.0
379,マリンセット,菓子,1734.18
380,明らかにする袋,冷凍食品,195.42
381,大統領パック,飲料,2793.42
382,部隊ボトル,飲料,1012.01
383,器官袋,飲料,2888.26
384,チーズ缶,食品,1802.4
385,陶器パック,日用品,2281.54
386,差別する缶,菓子,2166.86
387,フレーム缶,冷凍食品,1255.06
388,供給セット,菓子,323.12
389,移動セット,食品,571.11
390,ジャム缶,冷凍食品,797.37
391,君はボトル,冷凍食品,2520.49
392,知覚セット,食品,1228.55
393,ヘアセット,日用品,2699.92
394,符号セット,冷凍食品,1062.02
395,パイオニアセット,日用品,2291.27
396,腐ったパック,食品,505.86
397,デフォルト缶,菓子,2966.59
398,雪パック,冷凍食品,2200.07
399,コーラス袋,日用品,1552.3
400,見出し袋,冷凍食品,2925.54
401,同行袋,日用品,255.72
402,反射パック,冷凍食品,1367.56
403,今日缶,冷凍食品,2532.16
404,は袋,冷凍食品,1087.72
405,不自然なセット,菓子,2330.12
406,参加する袋,冷凍食品,2869.09
407,サワーボトル,日用品,1250.44
408,軸セット,菓子,2343.31
409,柔らかいセット,飲料,185.91
410,バケツセット,日用品,892.65
411,カラム袋,日用品,2978.5
412,クロスセット,飲料,1522.75
413,戦略的ボトル,菓子,1131.85
414,じぶんのパック,冷凍食品,2829.31
415,君はボトル,日用品,1352.36
416,ログ缶,飲料,2071.12
417,大統領セット,冷凍食品,2015.95
418,尊敬するボトル,菓子,348.51
419,ダイヤモンド袋,日用品,1893.99
420,索引缶,冷凍食品,2414.36
421,画面ボトル,冷凍食品,2168.01
422,差別するセット,食品,337.91
423,電話袋,飲料,547.24
424,今セット,冷凍食品,2163.86
425,腐った缶,菓子,1938.31
426,タワーボトル,食品,2245.0
427,狭いセット,冷凍食品,1018.37
428,ジャーナル缶,冷凍食品,409.0
429,君は袋,菓子,115.07
430,ログボトル,食品,993.98
431,彼ボトル,食品,1143.76
432,ダニ缶,飲料,882.32
433,省略ボトル,冷凍食品,484.27
434,通行料金袋,飲料,643.44
435,試してみる袋,食品,1401.65
436,錯覚ボトル,飲料,1708.75
437,器官セット,菓子,1283.33
438,パーセントセット,日用品,176.16
439,クール袋,菓子,1126.35
440,犯罪者セット,食品,369.89
441,トースト缶,菓子,1834.33
442,ブランチパック,食品,1040.85
443,持つボトル,菓子,1217.19
444,欠乏缶,冷凍食品,946.36
445,ささやき袋,冷凍食品,1224.62
446,意図パック,菓子,345.63
447,カラム袋,飲料,2713.29
448,副パック,食品,2725.1
449,省略缶,冷凍食品,2936.7
450,じぶんのパック,食品,1758.69
451,賞賛するセット,冷凍食品,591.79
452,コミュニケーション缶,日用品,1204.12
453,ストレージボトル,菓子,502.64
454,部隊袋,冷凍食品,973.28
455,トーンセット,菓子,1530.06
456,隠すボトル,日用品,283.47
457,リンクパック,食品,1360.56
458,暖かいセット,菓子,1321.2
459,隠すボトル,冷凍食品,1504.27
460,ストレージ缶,日用品,323.07
461,高いパック,冷凍食品,829.93
462,電話ボトル,日用品,815.11
463,バーゲンパック,日用品,1912.6
464,シュガーボトル,冷凍食品,1822.04
465,緩む袋,菓子,667.09
466,ノート缶,食品,410.22
467,スマッシュセット,食品,983.51
468,コミュニティボトル,日用品,2851.59
469,保持するパック,冷凍食品,1063.43
470,厳しい缶,日用品,1898.56
471,サラダセット,食品,2431.82
472,仕上げパック,日用品,1055.67
473,細かい缶,日用品,1070.74
474,衝突パック,食品,2464.88
475,移動缶,菓子,2592.57
476,催眠術セット,日用品,2925.25
477,ダニセット,菓子,494.76
478,品質パック,日用品,1029.93
479,コンペ缶,冷凍食品,2847.11
480,スペルボトル,日用品,682.47
481,ダニセット,日用品,1011.13
482,ジャムボトル,飲料,2897.27
483,学生ボトル,冷凍食品,2909.3
484,パン袋,冷凍食品,945.2
485,ブランチパック,菓子,2115.38
486,意図パック,菓子,1523.92
487,楽しんでパック,日用品,1770.05
488,厳しい缶,食品,803.03
489,ブラケットセット,日用品,1190.56
490,助けてセット,飲料,2467.83
491,虐待袋,日用品,1239.51
492,デフォルト袋,飲料,430.27
493,擁する袋,日用品,1735.17
494,クールボトル,菓子,1817.46
495,尊敬するパック,日用品,1682.32
496,パーセント缶,菓子,2076.97
497,不自然なセット,食品,1695.29
498,ハンマー缶,食品,2863.71
499,賞賛するパック,冷凍食品,1438.7
500,私パック,日用品,2154.26
